编号,色名,HEX,H,S,L,色相分类,冷暖属性,同类色,邻近色,互补色,分裂互补,三角色,四角色,冷暖对照,明色搭配,暗色搭配,灰调搭配,中性色搭配,主色,辅色,点缀色,主辅点缀方案,算法说明
001,乳白,#F9F4DC,50,71,92,黄色系,暖,053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3 | 099-落英淡粉 #F9E8D0,184-初桃粉红 #F6DCCE | 185-介壳淡粉红 #F7CFBA | 171-藕荷 #EDC3AE | 497-嫩菊绿 #F0F5E5,691-云峰灰 #C1C8D6 | 353-淡蓝紫 #A7A8BD | 576-绀青 #4F84FF,588-雾绡 #CDE8F9 | 597-霜华 #D0E7F9 | 602-霜色 #E8F4F8 | 368-远天蓝 #D0DFE6,600-天水碧 #AED9D4 | 680-凝脂莲青 #C6E3E1 | 313-淡牵牛紫 #D1C2D3 | 546-月华 #E0FFFF,705-松花绿 #A0D6B4 | 424-月白 #EEF7F2 | 540-梅子青 #7BC092 | 610-藕丝 #D8B0C8,597-霜华 #D0E7F9 | 588-雾绡 #CDE8F9 | 602-霜色 #E8F4F8,053-蚌肉白 #F9F1DB | 682-奶油白 #FFF8E7 | 098-粉白 #FBF2E3,038-芒果黄 #DDC871 | 039-蒿黄 #DFC243 | 003-茉莉黄 #F8DF72,350-银白 #F1F0ED | 519-珍珠灰 #E4DFD7 | 707-白色 #F8F8F8,350-银白 #F1F0ED | 550-霜白 #F2F3F4 | 351-芡食白 #E2E1E4,001-乳白 #F9F4DC,053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3,576-绀青 #4F84FF | 597-霜华 #D0E7F9,主色：001-乳白 #F9F4DC；辅色：053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3；点缀色：576-绀青 #4F84FF | 597-霜华 #D0E7F9,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
012,酪黄,#F6DEAD,40,80,82,橙色系,暖,078-淡肉色 #F8E0B0 | 002-杏仁黄 #F7E8AA | 054-豆汁黄 #F8E8C1,122-桃红 #F0ADA0 | 123-颊红 #EEAA9C | 199-洋水仙红 #F4C7BA | 205-粉红 #F2B9B2,691-云峰灰 #C1C8D6 | 576-绀青 #4F84FF | 609-东方既白 #E6F2FF,676-紫藤萝 #9B8AE8 | 536-月白天青 #C6D7DB | 374-湖水蓝 #B0D5DF | 411-鸥蓝 #C7D2D4,667-浅薄荷绿 #B2F0D9 | 630-竹月 #BCE5D6 | 679-白雪藤 #E8F4F0 | 439-铜绿 #2BAE85,691-云峰灰 #C1C8D6 | 476-淡翠绿 #C6DFC8 | 314-凤信紫 #C8ADC4 | 576-绀青 #4F84FF,588-雾绡 #CDE8F9 | 597-霜华 #D0E7F9 | 561-雪青 #B0D8E8,098-粉白 #FBF2E3 | 682-奶油白 #FFF8E7 | 394-海参灰 #FFFEFA,084-沙石黄 #E5B751 | 105-凋叶棕 #E7A23F | 082-初熟杏黄 #F8BC31,356-玛瑙灰 #CFCCC9 | 520-浅灰 #DAD4CB | 519-珍珠灰 #E4DFD7,390-银鱼白 #CDD1D3 | 352-远山紫 #CCCCD6 | 411-鸥蓝 #C7D2D4,012-酪黄 #F6DEAD,078-淡肉色 #F8E0B0 | 002-杏仁黄 #F7E8AA,576-绀青 #4F84FF | 609-东方既白 #E6F2FF,主色：012-酪黄 #F6DEAD；辅色：078-淡肉色 #F8E0B0 | 002-杏仁黄 #F7E8AA；点缀色：576-绀青 #4F84FF | 609-东方既白 #E6F2FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
013,香水玫瑰黄,#F7DA94,42,86,77,橙色系,暖,007-篾黄 #F7DE98 | 058-象牙黄 #F0D695 | 611-奶黄色 #F9E4A5,124-淡罂粟红 #EEA08C | 122-桃红 #F0ADA0 | 123-颊红 #EEAA9C | 199-洋水仙红 #F4C7BA,576-绀青 #4F84FF | 691-云峰灰 #C1C8D6 | 545-苍碧 #2A52BE,676-紫藤萝 #9B8AE8 | 374-湖水蓝 #B0D5DF | 562-云蓝 #87CEEB | 379-霁青 #63BBD0,667-浅薄荷绿 #B2F0D9 | 630-竹月 #BCE5D6 | 679-白雪藤 #E8F4F0 | 572-霜青 #7CB9A8,576-绀青 #4F84FF | 691-云峰灰 #C1C8D6 | 314-凤信紫 #C8ADC4 | 477-明绿 #9ECCAB,585-滢蓝 #8EC4E9 | 634-长春花蓝 #7EC0EE | 579-缥色 #A8C9E4,682-奶油白 #FFF8E7 | 394-海参灰 #FFFEFA | 098-粉白 #FBF2E3,085-虎皮黄 #EAAD1A | 024-鸡蛋黄 #FBB612 | 061-木瓜黄 #F9C116,356-玛瑙灰 #CFCCC9 | 644-素积 #D2C8BC | 173-晓灰 #D4C4B7,413-月影白 #C0C4C3 | 356-玛瑙灰 #CFCCC9 | 400-大理石灰 #C4CBCF,013-香水玫瑰黄 #F7DA94,007-篾黄 #F7DE98 | 611-奶黄色 #F9E4A5,545-苍碧 #2A52BE | 576-绀青 #4F84FF,主色：013-香水玫瑰黄 #F7DA94；辅色：007-篾黄 #F7DE98 | 611-奶黄色 #F9E4A5；点缀色：545-苍碧 #2A52BE | 576-绀青 #4F84FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
014,淡密黄,#F9D367,44,92,69,橙色系,暖,008-葵扇黄 #F8D86A | 055-淡茧黄 #F9D770 | 059-炒米黄 #F4CE69,663-落霞 #FA7C5E | 128-草莓红 #EF6F48 | 577-柳黄 #C9E079 | 187-瓜瓤红 #F68C60,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 691-云峰灰 #C1C8D6,562-云蓝 #87CEEB | 570-湖蓝 #66B7D0 | 676-紫藤萝 #9B8AE8 | 380-碧青 #5CB3CC,572-霜青 #7CB9A8 | 440-竹绿 #1BA784 | 667-浅薄荷绿 #B2F0D9 | 441-蓝绿 #12A182,576-绀青 #4F84FF | 477-明绿 #9ECCAB | 698-新绿 #6CC788 | 545-苍碧 #2A52BE,634-长春花蓝 #7EC0EE | 576-绀青 #4F84FF | 562-云蓝 #87CEEB,053-蚌肉白 #F9F1DB | 682-奶油白 #FFF8E7 | 054-豆汁黄 #F8E8C1,066-芥黄 #D9A40E | 064-谷黄 #E8B004 | 065-栀子黄 #EBB10D,521-铅灰 #BBB5AC | 141-淡银灰 #C1B2A3 | 087-百灵鸟灰 #B4A992,521-铅灰 #BBB5AC | 655-暖灰 #B7A8A5 | 328-芦穗灰 #BDAEAD,014-淡密黄 #F9D367,008-葵扇黄 #F8D86A | 055-淡茧黄 #F9D770,545-苍碧 #2A52BE | 576-绀青 #4F84FF,主色：014-淡密黄 #F9D367；辅色：008-葵扇黄 #F8D86A | 055-淡茧黄 #F9D770；点缀色：545-苍碧 #2A52BE | 576-绀青 #4F84FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
015,大豆黄,#FBCD31,46,96,59,黄色系,暖,018-雅梨黄 #FBC82F | 009-柠檬黄 #FCD337 | 060-鹦鹉冠黄 #F6C430,188-芙蓉红 #F9723D | 129-龙睛鱼红 #EF632B | 189-莓酱红 #FA5D19 | 190-法螺红 #EE8055,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 625-蓝色 #4A8DDA,562-云蓝 #87CEEB | 570-湖蓝 #66B7D0 | 385-钴蓝 #1A94BC | 386-鸢尾蓝 #158BB8,441-蓝绿 #12A182 | 440-竹绿 #1BA784 | 572-霜青 #7CB9A8 | 702-黛绿色 #3AB08C,698-新绿 #6CC788 | 576-绀青 #4F84FF | 486-松霜绿 #83A78D | 477-明绿 #9ECCAB,576-绀青 #4F84FF | 625-蓝色 #4A8DDA | 592-瑶碧 #4B9CD3,611-奶黄色 #F9E4A5 | 002-杏仁黄 #F7E8AA | 007-篾黄 #F7DE98,672-金棕 #B8860B | 069-枯绿 #B78D12 | 064-谷黄 #E8B004,522-中灰 #A49C93 | 068-尘灰 #B6A476 | 087-百灵鸟灰 #B4A992,522-中灰 #A49C93 | 466-明灰 #8A988E | 528-云青灰 #8A9A9C,015-大豆黄 #FBCD31,018-雅梨黄 #FBC82F | 009-柠檬黄 #FCD337,545-苍碧 #2A52BE | 576-绀青 #4F84FF,主色：015-大豆黄 #FBCD31；辅色：018-雅梨黄 #FBC82F | 009-柠檬黄 #FCD337；点缀色：545-苍碧 #2A52BE | 576-绀青 #4F84FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
016,素馨黄,#FCCB16,47,97,54,黄色系,暖,017-向日葵黄 #FECC11 | 019-黄连黄 #FCC515 | 010-金瓜黄 #FCD217,189-莓酱红 #FA5D19 | 129-龙睛鱼红 #EF632B | 188-芙蓉红 #F9723D | 154-燕颔红 #FC6315,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 625-蓝色 #4A8DDA,386-鸢尾蓝 #158BB8 | 562-云蓝 #87CEEB | 385-钴蓝 #1A94BC | 409-云山蓝 #2F90B9,441-蓝绿 #12A182 | 440-竹绿 #1BA784 | 573-烟萦紫 #8A4B9C | 702-黛绿色 #3AB08C,698-新绿 #6CC788 | 337-豆蔻紫 #AD6598 | 486-松霜绿 #83A78D | 576-绀青 #4F84FF,625-蓝色 #4A8DDA | 576-绀青 #4F84FF | 592-瑶碧 #4B9CD3,055-淡茧黄 #F9D770 | 649-黄裳 #F5D87E | 003-茉莉黄 #F8DF72,048-碧螺春绿 #867018 | 072-灰绿 #8A6913 | 672-金棕 #B8860B,145-海鸥灰 #9A8878 | 706-灰色 #8A8A8A | 110-猴毛灰 #97846C,706-灰色 #8A8A8A | 144-银灰 #918072 | 466-明灰 #8A988E,016-素馨黄 #FCCB16,019-黄连黄 #FCC515 | 010-金瓜黄 #FCD217,545-苍碧 #2A52BE | 576-绀青 #4F84FF,主色：016-素馨黄 #FCCB16；辅色：019-黄连黄 #FCC515 | 010-金瓜黄 #FCD217；点缀色：545-苍碧 #2A52BE | 576-绀青 #4F84FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
017,向日葵黄,#FECC11,47,99,53,黄色系,暖,016-素馨黄 #FCCB16 | 056-乳鸭黄 #FFC90C | 011-藤黄 #FFD111,189-莓酱红 #FA5D19 | 129-龙睛鱼红 #EF632B | 188-芙蓉红 #F9723D | 154-燕颔红 #FC6315,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 567-霜蓝 #4A6FA6,386-鸢尾蓝 #158BB8 | 385-钴蓝 #1A94BC | 562-云蓝 #87CEEB | 409-云山蓝 #2F90B9,441-蓝绿 #12A182 | 440-竹绿 #1BA784 | 573-烟萦紫 #8A4B9C | 702-黛绿色 #3AB08C,698-新绿 #6CC788 | 576-绀青 #4F84FF | 338-扁豆紫 #A35C8F | 337-豆蔻紫 #AD6598,576-绀青 #4F84FF | 625-蓝色 #4A8DDA | 592-瑶碧 #4B9CD3,055-淡茧黄 #F9D770 | 003-茉莉黄 #F8DF72 | 004-麦秆黄 #F8DF70,048-碧螺春绿 #867018 | 072-灰绿 #8A6913 | 672-金棕 #B8860B,145-海鸥灰 #9A8878 | 110-猴毛灰 #97846C | 523-瓦灰 #867E76,144-银灰 #918072 | 706-灰色 #8A8A8A | 489-瓦松绿 #6E8B74,017-向日葵黄 #FECC11,011-藤黄 #FFD111 | 056-乳鸭黄 #FFC90C,545-苍碧 #2A52BE | 576-绀青 #4F84FF,主色：017-向日葵黄 #FECC11；辅色：011-藤黄 #FFD111 | 056-乳鸭黄 #FFC90C；点缀色：545-苍碧 #2A52BE | 576-绀青 #4F84FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
018,雅梨黄,#FBC82F,45,96,58,黄色系,暖,015-大豆黄 #FBCD31 | 060-鹦鹉冠黄 #F6C430 | 009-柠檬黄 #FCD337,188-芙蓉红 #F9723D | 128-草莓红 #EF6F48 | 134-银朱 #F43E06 | 129-龙睛鱼红 #EF632B,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 625-蓝色 #4A8DDA,385-钴蓝 #1A94BC | 570-湖蓝 #66B7D0 | 380-碧青 #5CB3CC | 379-霁青 #63BBD0,440-竹绿 #1BA784 | 441-蓝绿 #12A182 | 572-霜青 #7CB9A8 | 702-黛绿色 #3AB08C,576-绀青 #4F84FF | 698-新绿 #6CC788 | 545-苍碧 #2A52BE | 486-松霜绿 #83A78D,576-绀青 #4F84FF | 625-蓝色 #4A8DDA | 592-瑶碧 #4B9CD3,611-奶黄色 #F9E4A5 | 007-篾黄 #F7DE98 | 694-杏子 #FDDA9F,672-金棕 #B8860B | 069-枯绿 #B78D12 | 064-谷黄 #E8B004,522-中灰 #A49C93 | 068-尘灰 #B6A476 | 145-海鸥灰 #9A8878,466-明灰 #8A988E | 528-云青灰 #8A9A9C | 522-中灰 #A49C93,018-雅梨黄 #FBC82F,015-大豆黄 #FBCD31 | 060-鹦鹉冠黄 #F6C430,545-苍碧 #2A52BE | 576-绀青 #4F84FF,主色：018-雅梨黄 #FBC82F；辅色：015-大豆黄 #FBCD31 | 060-鹦鹉冠黄 #F6C430；点缀色：545-苍碧 #2A52BE | 576-绀青 #4F84FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
019,黄连黄,#FCC515,46,97,54,黄色系,暖,061-木瓜黄 #F9C116 | 020-金盏黄 #FCC307 | 016-素馨黄 #FCCB16,189-莓酱红 #FA5D19 | 129-龙睛鱼红 #EF632B | 188-芙蓉红 #F9723D | 154-燕颔红 #FC6315,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 625-蓝色 #4A8DDA,385-钴蓝 #1A94BC | 386-鸢尾蓝 #158BB8 | 562-云蓝 #87CEEB | 570-湖蓝 #66B7D0,441-蓝绿 #12A182 | 440-竹绿 #1BA784 | 702-黛绿色 #3AB08C | 439-铜绿 #2BAE85,698-新绿 #6CC788 | 576-绀青 #4F84FF | 337-豆蔻紫 #AD6598 | 545-苍碧 #2A52BE,625-蓝色 #4A8DDA | 576-绀青 #4F84FF | 592-瑶碧 #4B9CD3,055-淡茧黄 #F9D770 | 649-黄裳 #F5D87E | 007-篾黄 #F7DE98,072-灰绿 #8A6913 | 048-碧螺春绿 #867018 | 672-金棕 #B8860B,145-海鸥灰 #9A8878 | 706-灰色 #8A8A8A | 110-猴毛灰 #97846C,706-灰色 #8A8A8A | 144-银灰 #918072 | 466-明灰 #8A988E,019-黄连黄 #FCC515,016-素馨黄 #FCCB16 | 061-木瓜黄 #F9C116,545-苍碧 #2A52BE | 576-绀青 #4F84FF,主色：019-黄连黄 #FCC515；辅色：016-素馨黄 #FCCB16 | 061-木瓜黄 #F9C116；点缀色：545-苍碧 #2A52BE | 576-绀青 #4F84FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
020,金盏黄,#FCC307,46,98,51,黄色系,暖,019-黄连黄 #FCC515 | 056-乳鸭黄 #FFC90C | 061-木瓜黄 #F9C116,189-莓酱红 #FA5D19 | 134-银朱 #F43E06 | 129-龙睛鱼红 #EF632B | 188-芙蓉红 #F9723D,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 567-霜蓝 #4A6FA6,385-钴蓝 #1A94BC | 386-鸢尾蓝 #158BB8 | 409-云山蓝 #2F90B9 | 384-海青 #22A2C3,441-蓝绿 #12A182 | 440-竹绿 #1BA784 | 702-黛绿色 #3AB08C | 439-铜绿 #2BAE85,698-新绿 #6CC788 | 576-绀青 #4F84FF | 545-苍碧 #2A52BE | 338-扁豆紫 #A35C8F,429-孔雀蓝 #0EB0C9 | 428-蔚蓝 #29B7CB | 576-绀青 #4F84FF,055-淡茧黄 #F9D770 | 649-黄裳 #F5D87E | 008-葵扇黄 #F8D86A,072-灰绿 #8A6913 | 048-碧螺春绿 #867018 | 672-金棕 #B8860B,110-猴毛灰 #97846C | 523-瓦灰 #867E76 | 524-夜灰 #847C74,144-银灰 #918072 | 489-瓦松绿 #6E8B74 | 523-瓦灰 #867E76,020-金盏黄 #FCC307,056-乳鸭黄 #FFC90C | 019-黄连黄 #FCC515,545-苍碧 #2A52BE | 576-绀青 #4F84FF,主色：020-金盏黄 #FCC307；辅色：056-乳鸭黄 #FFC90C | 019-黄连黄 #FCC515；点缀色：545-苍碧 #2A52BE | 576-绀青 #4F84FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
021,蛋壳黄,#F8C387,32,89,75,橙色系,暖,100-瓜瓤粉 #F9CB8B | 116-玫瑰粉 #F8B37F | 022-肉色 #F7C173,211-榴子红 #F1908C | 206-舌红 #F19790 | 210-无花果红 #EFAFAD | 553-霞绯 #FF6B6B,609-东方既白 #E6F2FF | 625-蓝色 #4A8DDA | 634-长春花蓝 #7EC0EE,546-月华 #E0FFFF | 575-露碧 #A0D8D8 | 426-清水蓝 #93D5DC | 425-海天蓝 #C6E6E8,667-浅薄荷绿 #B2F0D9 | 433-粉绿 #83CBAC | 586-湖绿 #70C8A4 | 458-玉簪绿 #A4CAB6,609-东方既白 #E6F2FF | 625-蓝色 #4A8DDA | 678-粉紫藤萝 #D8B0D8 | 634-长春花蓝 #7EC0EE,585-滢蓝 #8EC4E9 | 634-长春花蓝 #7EC0EE | 562-云蓝 #87CEEB,671-棉花糖白 #FFF8F0 | 183-淡米粉 #FBEEE2 | 115-荷花白 #FBECDE,031-杏黄 #F28E16 | 033-万寿菊黄 #FB8B05 | 603-橙色 #FF8C00,356-玛瑙灰 #CFCCC9 | 521-铅灰 #BBB5AC | 644-素积 #D2C8BC,413-月影白 #C0C4C3 | 328-芦穗灰 #BDAEAD | 414-星灰 #B2BBBE,021-蛋壳黄 #F8C387,100-瓜瓤粉 #F9CB8B | 116-玫瑰粉 #F8B37F,625-蓝色 #4A8DDA | 634-长春花蓝 #7EC0EE,主色：021-蛋壳黄 #F8C387；辅色：100-瓜瓤粉 #F9CB8B | 116-玫瑰粉 #F8B37F；点缀色：625-蓝色 #4A8DDA | 634-长春花蓝 #7EC0EE,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
022,肉色,#F7C173,35,89,71,橙色系,暖,557-缃绮 #F8C471 | 079-麦芽糖黄 #F9D27D | 021-蛋壳黄 #F8C387,622-海棠 #FF6F61 | 206-舌红 #F19790 | 200-谷鞘红 #F17666 | 216-珊瑚红 #F04A3A,625-蓝色 #4A8DDA | 609-东方既白 #E6F2FF | 634-长春花蓝 #7EC0EE,426-清水蓝 #93D5DC | 427-瀑布蓝 #51C4D3 | 425-海天蓝 #C6E6E8 | 430-甸子蓝 #10AEC2,667-浅薄荷绿 #B2F0D9 | 586-湖绿 #70C8A4 | 433-粉绿 #83CBAC | 460-草原远绿 #9ABEAF,476-淡翠绿 #C6DFC8 | 625-蓝色 #4A8DDA | 609-东方既白 #E6F2FF | 574-缥缃 #A4C2A8,634-长春花蓝 #7EC0EE | 562-云蓝 #87CEEB | 585-滢蓝 #8EC4E9,099-落英淡粉 #F9E8D0 | 098-粉白 #FBF2E3 | 077-米色 #F9E9CD,031-杏黄 #F28E16 | 032-雄黄 #FF9900 | 033-万寿菊黄 #FB8B05,521-铅灰 #BBB5AC | 141-淡银灰 #C1B2A3 | 328-芦穗灰 #BDAEAD,328-芦穗灰 #BDAEAD | 521-铅灰 #BBB5AC | 414-星灰 #B2BBBE,022-肉色 #F7C173,557-缃绮 #F8C471 | 079-麦芽糖黄 #F9D27D,625-蓝色 #4A8DDA | 634-长春花蓝 #7EC0EE,主色：022-肉色 #F7C173；辅色：557-缃绮 #F8C471 | 079-麦芽糖黄 #F9D27D；点缀色：625-蓝色 #4A8DDA | 634-长春花蓝 #7EC0EE,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
023,鹅掌黄,#FBB929,41,96,57,橙色系,暖,082-初熟杏黄 #F8BC31 | 024-鸡蛋黄 #FBB612 | 018-雅梨黄 #FBC82F,541-火焰红 #F4512C | 130-蜻蜓红 #F1441D | 131-大红 #F04B22 | 687-柠檬绿 #CCFF00,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 625-蓝色 #4A8DDA,379-霁青 #63BBD0 | 384-海青 #22A2C3 | 444-胆矾蓝 #0F95B0 | 380-碧青 #5CB3CC,439-铜绿 #2BAE85 | 569-竹青 #00A86B | 702-黛绿色 #3AB08C | 538-紫云 #A020F0,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 489-瓦松绿 #6E8B74 | 698-新绿 #6CC788,625-蓝色 #4A8DDA | 576-绀青 #4F84FF | 592-瑶碧 #4B9CD3,694-杏子 #FDDA9F | 013-香水玫瑰黄 #F7DA94 | 079-麦芽糖黄 #F9D27D,672-金棕 #B8860B | 072-灰绿 #8A6913 | 071-粽叶绿 #876818,522-中灰 #A49C93 | 145-海鸥灰 #9A8878 | 068-尘灰 #B6A476,466-明灰 #8A988E | 448-虾壳青 #869D9D | 528-云青灰 #8A9A9C,023-鹅掌黄 #FBB929,018-雅梨黄 #FBC82F | 082-初熟杏黄 #F8BC31,545-苍碧 #2A52BE | 576-绀青 #4F84FF,主色：023-鹅掌黄 #FBB929；辅色：018-雅梨黄 #FBC82F | 082-初熟杏黄 #F8BC31；点缀色：545-苍碧 #2A52BE | 576-绀青 #4F84FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
024,鸡蛋黄,#FBB612,42,97,53,橙色系,暖,025-鼬黄 #FCB70A | 080-琥珀黄 #FEBA07 | 062-浅烙黄 #F9BD10,687-柠檬绿 #CCFF00 | 131-大红 #F04B22 | 132-柿红 #F2481B | 133-榴花红 #F34718,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 567-霜蓝 #4A6FA6,384-海青 #22A2C3 | 379-霁青 #63BBD0 | 444-胆矾蓝 #0F95B0 | 380-碧青 #5CB3CC,702-黛绿色 #3AB08C | 439-铜绿 #2BAE85 | 461-梧枝绿 #69A794 | 569-竹青 #00A86B,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 489-瓦松绿 #6E8B74 | 339-芥花紫 #983680,576-绀青 #4F84FF | 625-蓝色 #4A8DDA | 592-瑶碧 #4B9CD3,079-麦芽糖黄 #F9D27D | 013-香水玫瑰黄 #F7DA94 | 055-淡茧黄 #F9D770,072-灰绿 #8A6913 | 672-金棕 #B8860B | 071-粽叶绿 #876818,145-海鸥灰 #9A8878 | 110-猴毛灰 #97846C | 523-瓦灰 #867E76,144-银灰 #918072 | 706-灰色 #8A8A8A | 523-瓦灰 #867E76,024-鸡蛋黄 #FBB612,025-鼬黄 #FCB70A | 062-浅烙黄 #F9BD10,545-苍碧 #2A52BE | 576-绀青 #4F84FF,主色：024-鸡蛋黄 #FBB612；辅色：025-鼬黄 #FCB70A | 062-浅烙黄 #F9BD10；点缀色：545-苍碧 #2A52BE | 576-绀青 #4F84FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
025,鼬黄,#FCB70A,43,98,51,橙色系,暖,080-琥珀黄 #FEBA07 | 024-鸡蛋黄 #FBB612 | 062-浅烙黄 #F9BD10,133-榴花红 #F34718 | 687-柠檬绿 #CCFF00 | 132-柿红 #F2481B | 134-银朱 #F43E06,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 567-霜蓝 #4A6FA6,384-海青 #22A2C3 | 385-钴蓝 #1A94BC | 380-碧青 #5CB3CC | 444-胆矾蓝 #0F95B0,702-黛绿色 #3AB08C | 440-竹绿 #1BA784 | 459-青矾绿 #2C9678 | 439-铜绿 #2BAE85,576-绀青 #4F84FF | 545-苍碧 #2A52BE | 489-瓦松绿 #6E8B74 | 339-芥花紫 #983680,429-孔雀蓝 #0EB0C9 | 576-绀青 #4F84FF | 428-蔚蓝 #29B7CB,079-麦芽糖黄 #F9D27D | 055-淡茧黄 #F9D770 | 649-黄裳 #F5D87E,072-灰绿 #8A6913 | 672-金棕 #B8860B | 071-粽叶绿 #876818,110-猴毛灰 #97846C | 523-瓦灰 #867E76 | 144-银灰 #918072,144-银灰 #918072 | 523-瓦灰 #867E76 | 524-夜灰 #847C74,025-鼬黄 #FCB70A,080-琥珀黄 #FEBA07 | 024-鸡蛋黄 #FBB612,545-苍碧 #2A52BE | 576-绀青 #4F84FF,主色：025-鼬黄 #FCB70A；辅色：080-琥珀黄 #FEBA07 | 024-鸡蛋黄 #FBB612；点缀色：545-苍碧 #2A52BE | 576-绀青 #4F84FF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
026,榴萼黄,#F9A633,35,94,59,橙色系,暖,103-金莺黄 #F4A83A | 027-淡橘橙 #FBA414 | 023-鹅掌黄 #FBB929,216-珊瑚红 #F04A3A | 222-樱桃红 #ED3321 | 201-苹果红 #F15642 | 622-海棠 #FF6F61,625-蓝色 #4A8DDA | 576-绀青 #4F84FF | 599-天青 #6C9BCA,427-瀑布蓝 #51C4D3 | 430-甸子蓝 #10AEC2 | 429-孔雀蓝 #0EB0C9 | 428-蔚蓝 #29B7CB,586-湖绿 #70C8A4 | 538-紫云 #A020F0 | 438-蛙绿 #45B787 | 433-粉绿 #83CBAC,625-蓝色 #4A8DDA | 500-玉髓绿 #41B349 | 564-柳绿 #70C870 | 576-绀青 #4F84FF,625-蓝色 #4A8DDA | 576-绀青 #4F84FF | 592-瑶碧 #4B9CD3,694-杏子 #FDDA9F | 100-瓜瓤粉 #F9CB8B | 021-蛋壳黄 #F8C387,672-金棕 #B8860B | 111-山鸡褐 #986524 | 092-蜴蜊绿 #835E1D,522-中灰 #A49C93 | 068-尘灰 #B6A476 | 145-海鸥灰 #9A8878,522-中灰 #A49C93 | 466-明灰 #8A988E | 528-云青灰 #8A9A9C,026-榴萼黄 #F9A633,103-金莺黄 #F4A83A | 023-鹅掌黄 #FBB929,625-蓝色 #4A8DDA | 599-天青 #6C9BCA,主色：026-榴萼黄 #F9A633；辅色：103-金莺黄 #F4A83A | 023-鹅掌黄 #FBB929；点缀色：625-蓝色 #4A8DDA | 599-天青 #6C9BCA,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
